SensorID,Date,,CO2 Instantaneous ppm,CO2 TWA ppm
687589,11/17/2022,9:09 pm,0,2
687589,11/17/2022,8:54 pm,0,2
687589,11/17/2022,8:54 pm,0,2
687589,11/17/2022,8:39 pm,0,2
687589,11/17/2022,8:39 pm,0,2
687589,11/17/2022,8:24 pm,0,2
687589,11/17/2022,8:24 pm,0,2
687589,11/17/2022,8:09 pm,0,2
687589,11/17/2022,7:54 pm,0,2
687589,11/17/2022,7:39 pm,0,2
687589,11/17/2022,7:24 pm,20,:
687589,11/17/2022,7:24 pm,20,:
687589,11/17/2022,7:09 pm,15,:
687589,11/17/2022,6:54 pm,23,:
687589,11/17/2022,6:39 pm,0,3
687589,11/17/2022,6:39 pm,0,3
687589,11/17/2022,6:24 pm,71,:
687589,11/17/2022,6:09 pm,73,:
687589,11/17/2022,5:54 pm,78,:
687589,11/17/2022,5:39 pm,59,:
687589,11/17/2022,5:24 pm,14,A
687589,11/17/2022,5:09 pm,23,A
687589,11/17/2022,4:54 pm,36,A
687589,11/17/2022,4:39 pm,34,A
687589,11/17/2022,4:24 pm,32,A
687589,11/17/2022,4:09 pm,38,A
687589,11/17/2022,3:54 pm,39,A
687589,11/17/2022,3:39 pm,40,A
687589,11/17/2022,3:24 pm,40,A
687589,11/17/2022,3:09 pm,46,A
687589,11/17/2022,2:54 pm,40,A
687589,11/17/2022,2:39 pm,40,A
687589,11/17/2022,2:24 pm,42,A
687589,11/17/2022,2:09 pm,44,A
687589,11/17/2022,1:54 pm,26,A
687589,11/17/2022,1:39 pm,26,A
687589,11/17/2022,1:24 pm,32,A
687589,11/17/2022,1:09 pm,41,A
687589,11/17/2022,12:54 pm,48,A
687589,11/17/2022,12:39 pm,46,A
687589,11/17/2022,12:24 pm,42,A
687589,11/17/2022,12:09 pm,39,A
687589,11/17/2022,11:54 am,32,A
687589,11/17/2022,11:39 am,30,A
687589,11/17/2022,11:24 am,33,A
687589,11/17/2022,11:09 am,39,A
687589,11/17/2022,10:54 am,33,A
687589,11/17/2022,10:39 am,32,A
687589,11/17/2022,10:24 am,29,A
687589,11/17/2022,10:09 am,18,A
687589,11/17/2022,9:54 am,22,A
687589,11/17/2022,9:39 am,25,A
687589,11/17/2022,9:24 am,10,A
687589,11/17/2022,9:09 am,15,:
687589,11/17/2022,8:54 am,0,0
687589,11/17/2022,8:39 am,0,0
687589,11/17/2022,8:24 am,0,0
687589,11/17/2022,8:09 am,0,0
687589,11/17/2022,7:54 am,0,0
687589,11/17/2022,7:39 am,0,0
687589,11/17/2022,7:24 am,0,0
687589,11/17/2022,7:09 am,0,0
687589,11/17/2022,6:54 am,0,0
687589,11/17/2022,6:39 am,0,0
687589,11/17/2022,6:24 am,0,0
687589,11/17/2022,6:09 am,0,0
687589,11/17/2022,6:09 am,0,0
687589,11/17/2022,5:54 am,0,0
687589,11/17/2022,5:39 am,0,0
687589,11/17/2022,5:39 am,0,0
687589,11/17/2022,5:24 am,0,0
687589,11/17/2022,5:09 am,0,0
687589,11/17/2022,4:54 am,0,0
687589,11/17/2022,4:39 am,0,0
687589,11/17/2022,4:24 am,0,0
687589,11/17/2022,4:09 am,0,0
687589,11/17/2022,4:09 am,0,0
687589,11/17/2022,3:54 am,0,0
687589,11/17/2022,3:54 am,0,0
687589,11/17/2022,3:39 am,0,0
687589,11/17/2022,3:39 am,0,0
687589,11/17/2022,3:24 am,0,0
687589,11/17/2022,3:24 am,0,0
687589,11/17/2022,3:09 am,0,0
687589,11/17/2022,2:54 am,0,0
687589,11/17/2022,2:39 am,0,0
687589,11/17/2022,2:24 am,0,0
687589,11/17/2022,2:09 am,0,0
687589,11/17/2022,2:09 am,0,0
687589,11/17/2022,1:54 am,0,1
687589,11/17/2022,1:54 am,0,1
687589,11/17/2022,1:39 am,0,1
687589,11/17/2022,1:39 am,0,1
687589,11/17/2022,1:24 am,0,2
687589,11/17/2022,1:24 am,0,2
687589,11/17/2022,1:09 am,0,2
687589,11/17/2022,12:54 am,0,5
687589,11/17/2022,12:39 am,0,6
687589,11/17/2022,12:24 am,0,1
687589,11/17/2022,12:09 am,0,1
687589,11/17/2022,12:09 am,0,1
687589,11/17/2022,12:09 am,0,1
687589,11/16/2022,11:54 pm,0,2
687589,11/16/2022,11:54 pm,0,2
687589,11/16/2022,11:54 pm,0,2
687589,11/16/2022,11:39 pm,0,2
687589,11/16/2022,11:39 pm,0,2
687589,11/16/2022,11:39 pm,0,2
687589,11/16/2022,11:24 pm,0,2
687589,11/16/2022,11:24 pm,0,2
687589,11/16/2022,11:09 pm,0,3
687589,11/16/2022,11:09 pm,0,3
687589,11/16/2022,11:09 pm,0,3
687589,11/16/2022,10:54 pm,0,4
687589,11/16/2022,10:54 pm,0,4
687589,11/16/2022,10:54 pm,0,4
687589,11/16/2022,10:39 pm,0,4
687589,11/16/2022,10:39 pm,0,4
687589,11/16/2022,10:39 pm,0,4
687589,11/16/2022,10:24 pm,0,5
687589,11/16/2022,10:09 pm,0,5
687589,11/16/2022,10:09 pm,0,5
687589,11/16/2022,9:54 pm,0,6
687589,11/16/2022,9:54 pm,0,6
687589,11/16/2022,9:39 pm,0,7
687589,11/16/2022,9:39 pm,0,7
687589,11/16/2022,9:24 pm,0,8
687589,11/16/2022,9:09 pm,0,8
687589,11/16/2022,9:09 pm,0,8
687589,11/16/2022,9:09 pm,0,8
687589,11/16/2022,8:54 pm,0,9
687589,11/16/2022,8:54 pm,0,9
687589,11/16/2022,8:54 pm,0,9
687589,11/16/2022,8:39 pm,0,9
687589,11/16/2022,8:39 pm,0,9
687589,11/16/2022,8:39 pm,0,9
687589,11/16/2022,8:24 pm,0,1
687589,11/16/2022,8:24 pm,0,1
687589,11/16/2022,8:24 pm,0,1
687589,11/16/2022,8:09 pm,0,1
687589,11/16/2022,7:54 pm,0,1
687589,11/16/2022,7:39 pm,0,1
687589,11/16/2022,7:24 pm,0,1
687589,11/16/2022,7:09 pm,0,1
687589,11/16/2022,6:54 pm,0,1
687589,11/16/2022,6:39 pm,0,1
687589,11/16/2022,6:24 pm,23,:
687589,11/16/2022,6:09 pm,0,1
687589,11/16/2022,6:09 pm,0,1
687589,11/16/2022,5:54 pm,26,:
687589,11/16/2022,5:39 pm,13,:
687589,11/16/2022,5:24 pm,28,:
687589,11/16/2022,5:09 pm,15,:
687589,11/16/2022,4:54 pm,57,:
687589,11/16/2022,4:39 pm,63,:
687589,11/16/2022,4:24 pm,12,A
687589,11/16/2022,4:09 pm,11,A
687589,11/16/2022,3:54 pm,17,A
687589,11/16/2022,3:39 pm,15,A
687589,11/16/2022,3:24 pm,15,A
687589,11/16/2022,3:09 pm,20,A
687589,11/16/2022,2:54 pm,19,A
687589,11/16/2022,2:39 pm,17,A
687589,11/16/2022,2:24 pm,21,A
687589,11/16/2022,2:09 pm,21,A
687589,11/16/2022,1:54 pm,21,A
687589,11/16/2022,1:39 pm,26,A
687589,11/16/2022,1:24 pm,23,A
687589,11/16/2022,1:09 pm,22,A
687589,11/16/2022,12:54 pm,18,A
687589,11/16/2022,12:39 pm,24,A
687589,11/16/2022,12:24 pm,24,A
687589,11/16/2022,12:09 pm,22,A
687589,11/16/2022,11:54 am,30,A
687589,11/16/2022,11:39 am,31,A
687589,11/16/2022,11:09 am,14,A
687589,11/16/2022,10:54 am,25,A
687589,11/16/2022,10:39 am,54,:
687589,11/16/2022,10:24 am,21,A
687589,11/16/2022,10:09 am,87,:
687589,11/16/2022,9:54 am,68,:
687589,11/16/2022,9:39 am,70,:
687589,11/16/2022,9:24 am,15,:
687589,11/16/2022,9:09 am,0,0
687589,11/16/2022,8:54 am,0,0
687589,11/16/2022,8:39 am,0,0
687589,11/16/2022,8:24 am,0,0
687589,11/16/2022,8:09 am,0,0
687589,11/16/2022,7:54 am,0,0
687589,11/16/2022,7:39 am,0,0
687589,11/16/2022,7:24 am,0,0
687589,11/16/2022,7:09 am,0,0
687589,11/16/2022,6:54 am,0,0
687589,11/16/2022,6:39 am,0,0
687589,11/16/2022,6:24 am,0,0
687589,11/16/2022,6:09 am,0,0
687589,11/16/2022,5:54 am,0,0
687589,11/16/2022,5:39 am,0,0
687589,11/16/2022,5:24 am,0,0
687589,11/16/2022,5:09 am,0,0
687589,11/16/2022,4:54 am,0,0
687589,11/16/2022,4:39 am,0,0
687589,11/16/2022,4:24 am,0,0
687589,11/16/2022,4:09 am,0,0
687589,11/16/2022,3:54 am,0,0
687589,11/16/2022,3:54 am,0,0
687589,11/16/2022,3:54 am,0,0
687589,11/16/2022,3:39 am,0,0
687589,11/16/2022,3:39 am,0,0
687589,11/16/2022,3:39 am,0,0
687589,11/16/2022,3:24 am,0,0
687589,11/16/2022,3:24 am,0,0
687589,11/16/2022,3:24 am,0,0
687589,11/16/2022,3:09 am,0,0
687589,11/16/2022,2:54 am,0,1
687589,11/16/2022,2:39 am,0,2
687589,11/16/2022,2:24 am,0,7
687589,11/16/2022,2:09 am,0,1
687589,11/16/2022,2:09 am,0,1
687589,11/16/2022,2:09 am,0,1
687589,11/16/2022,1:54 am,0,1
687589,11/16/2022,1:54 am,0,1
687589,11/16/2022,1:39 am,0,2
687589,11/16/2022,1:39 am,0,2
687589,11/16/2022,1:24 am,0,3
687589,11/16/2022,1:24 am,0,3
687589,11/16/2022,1:09 am,0,4
687589,11/16/2022,12:54 am,0,6
687589,11/16/2022,12:39 am,0,7
687589,11/16/2022,12:24 am,0,1
687589,11/16/2022,12:09 am,0,1
687589,11/15/2022,11:54 pm,0,1
687589,11/15/2022,11:39 pm,0,1
687589,11/15/2022,11:24 pm,0,1
687589,11/15/2022,11:09 pm,0,1
687589,11/15/2022,10:54 pm,0,1
687589,11/15/2022,10:39 pm,0,1
687589,11/15/2022,10:24 pm,0,2
687589,11/15/2022,10:09 pm,0,2
687589,11/15/2022,9:54 pm,0,2
687589,11/15/2022,9:39 pm,0,2
687589,11/15/2022,9:24 pm,0,2
687589,11/15/2022,9:09 pm,0,2
687589,11/15/2022,8:54 pm,0,2
687589,11/15/2022,8:39 pm,0,2
687589,11/15/2022,8:24 pm,0,3
687589,11/15/2022,8:09 pm,0,3
687589,11/15/2022,7:54 pm,0,3
687589,11/15/2022,7:39 pm,24,:
687589,11/15/2022,7:24 pm,0,3
687589,11/15/2022,7:09 pm,0,3
687589,11/15/2022,6:54 pm,33,:
687589,11/15/2022,6:39 pm,53,:
687589,11/15/2022,6:24 pm,13,A
687589,11/15/2022,6:09 pm,20,A
687589,11/15/2022,5:54 pm,14,A
687589,11/15/2022,5:39 pm,23,A
687589,11/15/2022,5:24 pm,44,A
687589,11/15/2022,5:09 pm,39,A
687589,11/15/2022,4:54 pm,50,A
687589,11/15/2022,4:39 pm,55,A
687589,11/15/2022,4:24 pm,51,A
687589,11/15/2022,4:09 pm,42,A
687589,11/15/2022,3:54 pm,44,A
687589,11/15/2022,3:39 pm,40,A
687589,11/15/2022,3:24 pm,38,A
687589,11/15/2022,3:09 pm,43,A
687589,11/15/2022,2:54 pm,38,A
687589,11/15/2022,2:39 pm,40,A
687589,11/15/2022,2:39 pm,40,A
687589,11/15/2022,2:09 pm,44,A
687589,11/15/2022,1:39 pm,35,A
687589,11/15/2022,1:09 pm,45,A
687589,11/15/2022,12:39 pm,41,A
687589,11/15/2022,12:09 pm,39,A
687589,11/15/2022,11:39 am,33,A
687589,11/15/2022,11:09 am,37,A
687589,11/15/2022,10:39 am,38,A
687589,11/15/2022,10:09 am,29,A
687589,11/15/2022,9:39 am,21,A
687589,11/15/2022,9:09 am,56,:
687589,11/15/2022,8:39 am,0,0
687589,11/15/2022,8:09 am,0,0
687589,11/15/2022,7:39 am,0,0
687589,11/15/2022,7:09 am,0,0
687589,11/15/2022,6:39 am,0,0
687589,11/15/2022,6:09 am,0,0
687589,11/15/2022,5:39 am,0,0
687589,11/15/2022,5:09 am,0,0
687589,11/15/2022,4:39 am,0,0
687589,11/15/2022,4:09 am,0,0
687589,11/15/2022,3:39 am,0,0
687589,11/15/2022,3:09 am,0,1
687589,11/15/2022,2:39 am,0,3
687589,11/15/2022,2:09 am,0,7
687589,11/15/2022,1:39 am,0,1
687589,11/15/2022,1:09 am,0,2
687589,11/15/2022,12:39 am,0,5
687589,11/15/2022,12:09 am,0,8
687589,11/14/2022,11:39 pm,0,1
687589,11/14/2022,11:09 pm,0,1
687589,11/14/2022,10:39 pm,0,1
687589,11/14/2022,10:09 pm,0,1
687589,11/14/2022,9:39 pm,0,2
687589,11/14/2022,9:09 pm,0,2
687589,11/14/2022,8:39 pm,0,2
687589,11/14/2022,8:09 pm,0,3
687589,11/14/2022,7:39 pm,29,:
687589,11/14/2022,7:09 pm,15,:
687589,11/14/2022,6:39 pm,25,:
687589,11/14/2022,6:09 pm,77,:
687589,11/14/2022,5:39 pm,10,A
687589,11/14/2022,5:09 pm,36,A
687589,11/14/2022,4:39 pm,41,A
687589,11/14/2022,4:09 pm,44,A
687589,11/14/2022,3:39 pm,46,A
687589,11/14/2022,3:09 pm,42,A
687589,11/14/2022,2:39 pm,39,A
687589,11/14/2022,2:09 pm,58,A
687589,11/14/2022,1:39 pm,43,A
687589,11/14/2022,1:09 pm,56,A
687589,11/14/2022,12:39 pm,41,A
687589,11/14/2022,12:09 pm,42,A
687589,11/14/2022,11:39 am,45,A
687589,11/14/2022,11:09 am,41,A
687589,11/14/2022,10:39 am,39,A
687589,11/14/2022,10:09 am,41,A
687589,11/14/2022,9:39 am,73,A
687589,11/14/2022,9:29 am,97,A
687589,11/14/2022,9:19 am,18,A
687589,11/14/2022,8:49 am,61,:
687589,11/14/2022,8:19 am,42,:
687589,11/14/2022,7:49 am,0,0
687589,11/14/2022,7:19 am,0,0
687589,11/14/2022,6:49 am,0,0
687589,11/14/2022,6:19 am,0,0
687589,11/14/2022,5:49 am,0,0
687589,11/14/2022,5:19 am,0,0
687589,11/14/2022,4:49 am,0,0
687589,11/14/2022,4:19 am,0,1
687589,11/14/2022,3:49 am,0,2
687589,11/14/2022,3:19 am,0,0
687589,11/14/2022,2:49 am,0,0
687589,11/14/2022,2:19 am,0,0
687589,11/14/2022,1:49 am,0,0
687589,11/14/2022,1:19 am,0,0
687589,11/14/2022,12:49 am,0,0
687589,11/14/2022,12:19 am,0,0
